queue_id,canonical_name,main_category,subcategory,research_section,district,address,latitude,longitude,notes,primary_source,source_url,coordinate_status,verification_status,priority,data_collected_at
RQ-4dad0902a4ee,Atlas,Торговля и рынки,ТРЦ (brand with multiple locations),shopping (ТРЦ и торговые центры) (12 объектов найдено),"Katartal St. 28 and Yunusabad residential area, 119",,,,"Appears as a mall brand with at least two separate locations in Tashkent, both highly rated (5.0, thousands of ratings) on Yandex Maps",Yandex Maps,https://yandex.com/maps/org/atlas/216539620855/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-5e340f581e1c,Anhor Park Mall,Торговля и рынки,"ТРЦ (park-adjacent, family/entertainment focus)",shopping (ТРЦ и торговые центры) (12 объектов найдено),"Labzak St. 12/1, next to Anhor Park",,,,"Houses children's stores, a kids' beauty salon, food court, trampoline zone, Drive Cinema, and Axelon Karting Club (described as Central Asia's largest go-karting club)",afisha.uz,https://www.afisha.uz/ru/places/anhor-park-mall,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-ab32e640a05b,Hyatt Regency Tashkent,Гостиницы и туризм,"international chain, 5-star",Гостиницы и апарт-отели (hotels) (36 объектов найдено),"downtown, Navoi Street",,,,"4 restaurants/bars, pool and spa, rated 4.6/873 reviews on Expedia",expedia.com,https://www.expedia.com/Tashkent-Hotels-Hyatt-Regency-Tashkent.h16453631.Hotel-Information,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-2489ffbbf315,Hilton Tashkent City,Гостиницы и туризм,"international chain, 5-star",Гостиницы и апарт-отели (hotels) (36 объектов найдено),near Tashkent airport (approx. 4 miles),,,,"Opened 2019, indoor pool, spa, rooftop terrace and Pan Asian restaurant, user rating 9.2/10",hilton.com,https://www.hilton.com/en/hotels/tastchi-hilton-tashkent-city/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-a172f8382618,"Radisson Blu Hotel, Tashkent",Гостиницы и туризм,"international chain, business hotel",Гостиницы и апарт-отели (hotels) (36 объектов найдено),business district (near Tashkent City),,,,"Rated 4.5/5 (1,012 reviews); undergoing renovation until May 2026 per booking listings",radissonhotels.com,https://www.radissonhotels.com/en-us/hotels/radisson-tashkent,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-72b0e8fb15a6,InterContinental Tashkent,Гостиницы и туризм,"IHG luxury chain, 5-star",Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,"Part of IHG's InterContinental brand, listed among Tashkent's top luxury hotels",ihg.com,https://www.ihg.com/intercontinental/hotels/us/en/tashkent/tasat/hoteldetail,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-6605a7ff9875,JW Marriott Hotel Tashkent,Гостиницы и туризм,"Marriott luxury chain, 5-star",Гостиницы и апарт-отели (hotels) (36 объектов найдено),Tashkent City Mall complex,,,,287 premium rooms; opened its doors in the Tashkent City Mall complex in late 2025,spot.uz,https://www.spot.uz/ru/2025/07/28/marriott/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-d233d747dd01,Swissôtel Tashkent,Гостиницы и туризм,"international chain, 5-star luxury",Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,Listed among Tashkent's top luxury hotels on Tripadvisor,TripAdvisor,https://www.tripadvisor.com/Hotels-g293968-zfc5-Tashkent_Tashkent_Province-Hotels.html,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-2d74a3b8bc41,Ramada Plaza by Wyndham Tashkent,Гостиницы и туризм,"Wyndham chain, 5-star",Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,"Listed among Tashkent's top luxury hotels; Wyndham group also operates a separate 4-star Wyndham Tashkent Hotel and a Ramada by Wyndham Tashkent (~1.4km to city center, rated 7.9)",TripAdvisor,https://www.tripadvisor.com/Hotels-g293968-zfc5-Tashkent_Tashkent_Province-Hotels.html,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-efba88101d37,Wyndham Tashkent Hotel,Гостиницы и туризм,"Wyndham chain, 4-star",Гостиницы и апарт-отели (hotels) (36 объектов найдено),near Museum of Amir Timur,,,,"8-minute walk from Amir Timur Museum, 2.3km from Ashkhabad Park, indoor swimming pool",webtashkent.com,https://www.webtashkent.com/en/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-b8e1d90ee319,Lotte City Hotel Tashkent Palace,Гостиницы и туризм,"Lotte chain, 4-star",Гостиницы и апарт-отели (hotels) (36 объектов найдено),~2km from city center,,,,"Rated 9.0 Excellent (3,209 ratings), prices from $202",TripAdvisor,https://www.tripadvisor.com/Hotels-g293968-zfc4-Tashkent_Tashkent_Province-Hotels.html,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-62ad0e437df5,Mir Luxe Plaza,Гостиницы и туризм,4-star hotel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,Listed among Tashkent's notable 4-star hotels,TripAdvisor,https://www.tripadvisor.com/Hotels-g293968-zfc4-Tashkent_Tashkent_Province-Hotels.html,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-750760c599f9,Hotel Uzbekistan,Гостиницы и туризм,landmark 4-star hotel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),city center,,,,"Iconic Soviet-era landmark hotel of Tashkent, still operating and listed among city's 4-star hotels",TripAdvisor,https://www.tripadvisor.com/Hotels-g293968-zfc4-Tashkent_Tashkent_Province-Hotels.html,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-8f034e734922,Crowne Plaza Tashkent,Гостиницы и туризм,"IHG chain, 4-star",Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,Listed among Tashkent's 4-star hotels,TripAdvisor,https://www.tripadvisor.com/Hotels-g293968-zfc4-Tashkent_Tashkent_Province-Hotels.html,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-e98d4d3d3ca3,Europe Hotel Tashkent,Гостиницы и туризм,boutique hotel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,"Described by travelers as posh, new, stylish and modern with spa area, pool and sauna",TripAdvisor,https://www.tripadvisor.com/ShowTopic-g293968-i9363-k14942949-Recommendations_for_Tashkent_Hotels_Guesthouses-Tashkent_Tashkent_Province.html,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-7c46420a55ec,Home Boutique Hotel,Гостиницы и туризм,boutique hotel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,"Recommended by travelers for good location, clean and comfortable rooms at decent value",TripAdvisor,https://www.tripadvisor.com/ShowTopic-g293968-i9363-k14942949-Recommendations_for_Tashkent_Hotels_Guesthouses-Tashkent_Tashkent_Province.html,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-96835650977d,Grand Mir Hotel,Гостиницы и туризм,4-star hotel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),near Oybek metro station,,,,"136 air-conditioned rooms, seasonal outdoor pool, fitness studio, Asian Veranda restaurant",webtashkent.com,https://www.webtashkent.com/en/property/grand-mir-hotel.html,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-4ce550a71b17,Shodlik Palace,Гостиницы и туризм,4-star hotel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),business/cultural core of the city,,,,"9-storey, 107 rooms, managed by Italian company Domina Hotels and Resorts, 2 restaurants (Russian/Italian/local cuisine)",tourstouzbekistan.com,https://www.tourstouzbekistan.com/en/hotels/taschkent/shodlik-palace.html,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-5cfac97c52b6,Miran International Hotel,Гостиницы и туризм,5-star luxury hotel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),city center,,,,"Built in 2012, 140 rooms, long-standing 5-star property in central Tashkent",tourstouzbekistan.com,https://www.tourstouzbekistan.com/en/hotels/tashkent/miran-international.html,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-214d7e614d53,Comfortuz Hotel,Гостиницы и туризм,apart-hotel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),"Yunusabad, 7th quarter (massiv)",,,,Apart-hotel property in Yunusabad district directory listings,Sprav.uz,https://sprav.uz/gostinicy/yunusabadskii-raion,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-75b6242d4a36,AziaWay Apart-Hotel,Гостиницы и туризм,apart-hotel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),"Yunusabad, Kiyot massif",,,,Apart-hotel property in Yunusabad district,Sprav.uz,https://sprav.uz/gostinicy/yunusabadskii-raion,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-25af0de69c94,Istaravshan Apart Hotel,Гостиницы и туризм,apart-hotel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),~3km from city center,,,,"Offers terrace, 24-hour front desk, free Wi-Fi",101hotels.com,https://101hotels.com/uzbekistan/tashkent/apart,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-1eafe99c9317,IGMAR Apart Hotel,Гостиницы и туризм,apart-hotel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),Chilanzar-16,,,,"Located at Chilanzar-16, 8a, about 2.0km from city center",101hotels.com,https://101hotels.com/uzbekistan/tashkent/apart,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-79d66ef6734f,Monday Royal Apart Hotel,Гостиницы и туризм,apart-hotel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,Listed from $76/night on Kayak's Tashkent hotel listings,kayak.com,https://www.kayak.com/Tashkent-Hotels-Royal-Residence-Tashkent.2662246.ksp,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-451019e46ed1,Royal Residence Tashkent,Гостиницы и туризм,hotel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,Featured in Kayak's Tashkent hotel deals listing,kayak.com,https://www.kayak.com/Tashkent-Hotels-Royal-Residence-Tashkent.2662246.ksp,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-dcc040591d70,Stylo Residences & Suites Apart Hotel,Гостиницы и туризм,apart-hotel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),~2km from city center,,,,Apartment-style suites near local attractions and amenities,TripAdvisor,https://www.tripadvisor.com/Hotels-g293968-c3-zff28-Tashkent_Tashkent_Province-Hotels.html,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-236efc3c4334,Osiyo Palace,Гостиницы и туризм,3-star hotel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),city center,,,,"From 500,000 UZS/night, described as offering ""Eastern hospitality"" in central Tashkent",2GIS,https://2gis.uz/tashkent/search/%D0%9E%D1%82%D0%B5%D0%BB%D0%B8%20%D0%A2%D0%B0%D1%88%D0%BA%D0%B5%D0%BD%D1%82%D0%B0,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-6389fc5a2b00,Jules Verne Hostel,Гостиницы и туризм,hostel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,"Popular budget hostel with breakfast, noted in Tashkent hostel roundups",TripAdvisor,https://www.tripadvisor.com/Hotels-g293968-c3-zff26-Tashkent_Tashkent_Province-Hotels.html,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-1586b96d3f09,Great Trip Hostel,Гостиницы и туризм,hostel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,Popular budget hostel with breakfast,TripAdvisor,https://www.tripadvisor.com/Hotels-g293968-c3-zff26-Tashkent_Tashkent_Province-Hotels.html,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-a3369228d370,Safarov's Family Hostel,Гостиницы и туризм,hostel/family guest house,Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,"Family-run hostel, part of Tashkent's hostel scene",TripAdvisor,https://www.tripadvisor.com/Hotels-g293968-c3-zff26-Tashkent_Tashkent_Province-Hotels.html,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-475095f6ef78,Topchan Hostel,Гостиницы и туризм,hostel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,Well-known Tashkent budget hostel,TripAdvisor,https://www.tripadvisor.com/Hotels-g293968-c3-zff26-Tashkent_Tashkent_Province-Hotels.html,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-813c8229be94,Diyora Hostel,Гостиницы и туризм,hostel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,Budget hostel in Tashkent,TripAdvisor,https://www.tripadvisor.com/Hotels-g293968-c3-zff26-Tashkent_Tashkent_Province-Hotels.html,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-57f528f877cf,ibis Tashkent Index,Гостиницы и туризм,Accor budget/midscale chain,Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,"First ibis-branded hotel in Tashkent, opening ~May 2026 - ""new standard of affordable comfort""",spot.uz,https://www.spot.uz/ru/2026/05/13/ibis/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-197d3ba0fd28,Grand Zamin Hotel,Гостиницы и туризм,newly opened hotel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,Opened October 2025,new-hotels-guide.com,https://new-hotels-guide.com/tashkent/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-099a6c1a4cf9,Marmaris Saray Hotel,Гостиницы и туризм,newly opened hotel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,Opened June 2025,new-hotels-guide.com,https://new-hotels-guide.com/tashkent/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-07912eb889c7,LakeSide Hotel by EDEN Group,Гостиницы и туризм,newly opened hotel,Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,"Opened June 2025, part of EDEN Group hospitality portfolio",new-hotels-guide.com,https://new-hotels-guide.com/tashkent/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-a4d8aaf46a61,Eco Boutique Hotel,Гостиницы и туризм,"boutique hotel, newly opened",Гостиницы и апарт-отели (hotels) (36 объектов найдено),,,,,Opened February 2026,new-hotels-guide.com,https://new-hotels-guide.com/tashkent/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-730020eea505,Mirabod-area hotels cluster (Мирабадский район),Гостиницы и туризм,district hotel cluster,Гостиницы и апарт-отели (hotels) (36 объектов найдено),Mirabad district,,,,"101hotels.com maintains a dedicated district listing page for Mirabad-district hotels, confirming a concentration of properties there",101hotels.com,https://101hotels.com/uzbekistan/tashkent/district/mirabadsky_rayon,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-39332c87a749,Korzinka (chain),Торговля и рынки,Korzinka.uz — leading local supermarket chain,supermarkets (28 объектов найдено),Citywide (HQ Mirzo-Ulugbek district),,,,"Uzbekistan's pioneering modern retailer, opened first store in 1996; sources give 91-250+ stores nationwide depending on count date/format (Korzinka Oybek format alone ~91-131 branches per 2GIS); operates Korzinka Go delivery app.",korzinka.uz,https://korzinka.uz/en,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-d22c85af7a84,Korzinka — Chingiz Aitmatov St. 71a,Торговля и рынки,Korzinka branch,supermarkets (28 объектов найдено),Yunusabad district,,,,Open daily 08:00-24:00,2GIS,https://2gis.uz/tashkent/firm/70000001084431662,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-cae2060e3bfc,Korzinka — Sarykulskaya St. 14,Торговля и рынки,Korzinka branch,supermarkets (28 объектов найдено),Mirabad district,,,,Residential-complex location,2GIS,https://2gis.uz/tashkent/firm/70000001037129533,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-b826ed2d07b1,"Korzinka — Zargarlik, Uchtepa 26th quarter 9a",Торговля и рынки,Korzinka branch,supermarkets (28 объектов найдено),Uchtepa district,,,,Open daily 08:00-24:00,2GIS,https://2gis.uz/tashkent/firm/70000001068898960,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-513ff6b0bc4d,"Korzinka — Riezii, Oltintepa 7",Торговля и рынки,Korzinka branch,supermarkets (28 объектов найдено),Yashnabad district,,,,Branch listing,2GIS,https://2gis.uz/tashkent/firm/70000001037129998,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-a3217d319bdd,Korzinka — Bobur St. 6,Торговля и рынки,Korzinka branch,supermarkets (28 объектов найдено),Tashkent (Bobur St.),,,,First-floor store location,Yandex Maps,https://yandex.uz/maps/org/korzinka_uz/31892975033/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-8f46d313c16f,Korzinka Go,Торговля и рынки,Korzinka express/delivery format,supermarkets (28 объектов найдено),Citywide,,,,Mobile-app-driven express/online-order format of Korzinka,pc.uz,https://pc.uz/company/126548-korzinka-go,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-4782500b7beb,"Havas (Havas Food, chain)",Торговля и рынки,Havas holding — neighborhood discounter chain,supermarkets (28 объектов найдено),"Citywide, HQ area Sergeli district (office)",,,,Founded 2018; grew to 314 stores in Tashkent & region by March 2024 and 342 nationwide by 2025 — officially recognized as Uzbekistan's largest retail chain; format is 'discounter near home' (у дома),havasfood.uz,https://havasfood.uz/en/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-c3d021266232,Havas — Farkhad St. 13,Торговля и рынки,Havas branch,supermarkets (28 объектов найдено),Tashkent (Farkhad St.),,,,Branch listing,Yandex Maps,https://yandex.com/maps/org/havas_supermarket/41299102692/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-2ac91d091e25,Havas — Keles Yuli St.,Торговля и рынки,Havas branch,supermarkets (28 объектов найдено),Almazar district,,,,Branch listing,Yandex Maps,https://yandex.com/maps/org/havas/199504687041/,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-1edc4d546d73,"Havas — Katta Khirmontepa St. (Chilanzar-25, 20A)",Торговля и рынки,Havas branch,supermarkets (28 объектов найдено),Uchtepa district,,,,Branch listing,GoldenPages,https://www.goldenpages.uz/en/company/?Id=91984,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-f3278b494454,Havas — Iftikhor St. 84,Торговля и рынки,Havas branch,supermarkets (28 объектов найдено),Yunusabad district,,,,Branch listing,GoldenPages,https://www.goldenpages.uz/en/company/?Id=91993,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-3c09181f30ad,"Havas — Chilanzar-23, Lutfi St. 56",Торговля и рынки,Havas branch,supermarkets (28 объектов найдено),Uchtepa district,,,,Branch listing,GoldenPages,https://www.goldenpages.uz/en/company/?Id=99724,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-599c2ccbb3fa,"Havas — Chilanzar-18, Al-Khorezmi St. 3A",Торговля и рынки,Havas branch,supermarkets (28 объектов найдено),Chilanzar district,,,,Branch listing,GoldenPages,https://www.goldenpages.uz/en/company/?Id=92028,Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-938a066a08c9,Makro (chain),Торговля и рынки,Makro — largest food retailer by store count,supermarkets (28 объектов найдено),"Citywide, HQ Tashkent",,,,"Founded 2010-12-11; 108 stores across 25 urban areas nationwide (supermarket/hypermarket/express formats, 33 round-the-clock branches); ~20% market share in Tashkent; first in Uzbekistan with self-checkout (2020) and EV chargers (2020).",en.wikipedia.org,https://en.wikipedia.org/wiki/Makro_(Uzbekistan),Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
RQ-81d7fcaafc57,Makro — Chilanzar Shopping Center,Торговля и рынки,Makro anchor-store branch,supermarkets (28 объектов найдено),Chilanzar district,,,,First-floor anchor supermarket in a mall with ice rink/cinema/food court,en.wikipedia.org,https://en.wikipedia.org/wiki/Makro_(Uzbekistan),Нет координат — геокодировать минимум по двум источникам,Веб-исследование; требуется координатная и ручная проверка,Высокий,2026-07-19
